meter_id,MFR,WIRE_MODE,RUN_YEARS,COMM_TIME_LOC,RUN_STATUS,TEMP_AVG,TEMP_STD,TEMP_ERR_RATE,TEMP_AVG_7D,TEMP_STD_7D,ME_CLOCK_DEVIATION_30D,OFFSET_TIME,UNCAP_30D,OUTAGE_30D,IS_FLY,IS_REVERSE,IS_REVERSE_CREEP,RATE_IMBALANCE_30D_FLAG,CLOCK_BATTERY_FLAG,IS_OVERCURRENT_A,OVERCURRENT_7D_NUM_A,OVERCURRENT_14D_NUM_A,OVERCURRENT_30D_NUM_A,IS_OVERVOLTAGE_A,OVERVOLTAGE_7D_NUM_A,OVERVOLTAGE_14D_NUM_A,OVERVOLTAGE_30D_NUM_A,current_rate,voltage_rate,power_factor_rate,COLL_FAIL_IA_7D,COLL_FAIL_IB_7D,COLL_FAIL_IC_7D,COLL_FAIL_UA_7D,COLL_FAIL_UB_7D,COLL_FAIL_UC_7D,COLL_FAIL_PFA_7D,COLL_FAIL_PFB_7D,COLL_FAIL_PFC_7D,COLL_COMPLETE_IA,COLL_COMPLETE_IB,COLL_COMPLETE_IC,COLL_COMPLETE_IA_7D,COLL_COMPLETE_IB_7D,COLL_COMPLETE_IC_7D,COLL_COMPLETE_IA_14D,COLL_COMPLETE_IB_14D,COLL_COMPLETE_IC_14D,COLL_COMPLETE_UA,COLL_COMPLETE_UB,COLL_COMPLETE_UC,COLL_COMPLETE_UA_7D,COLL_COMPLETE_UB_7D,COLL_COMPLETE_UC_7D,COLL_COMPLETE_UA_14D,COLL_COMPLETE_UB_14D,COLL_COMPLETE_UC_14D,COLL_COMPLETE_PFA,COLL_COMPLETE_PFA_7D,COLL_COMPLETE_PFA_14D,over_max_year,is_removed
METER_000011,MFR_A,01,12,3.6540494932881717,1,22.978608778939606,1.4180905197832179,0.14069691496830947,23.943747773877654,1.4123603352493546,42.64440684177166,6.6444659581729795,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.4257571673849527,0.25711564909750984,0.2883168310667088,0.020221887408329763,0,0,0.05497686996237632,0,0,0.0876940014142301,0,0,0.9742179702922693,0,0,0.9782211737401143,0,0,0.9371049258104096,0,0,0.9318258681367229,0,0,1,0,0,0.8396838190860203,0,0,0.9938898038851997,0.8785605351467782,0.9818435364379478,1,1
METER_000012,MFR_E,02,8.748404913953928,3.761132324468383,0,20.9163103406755,0.49776691187180805,0.02503768366789287,19.65830593123578,0.7652035446631447,555.4820992182355,61.811487778900485,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.579592311794525,0.8953721502810814,0.7245452632854867,0.06804123380039752,0,0.020685961520326868,0.07360152778128712,0,0.0830311520400634,0.0010575794035735623,0,0.25385387662491166,0.9285695925549298,0,0.8693068042741346,0.9007820233739177,0,0.8144011186319263,1,0,0.8952020975429015,0.9694277029035001,0,0.8318473674723108,0.9481608203010203,0,0.7843995453679743,1,0,0.9162182509839392,0.9055765368902766,0.9977300009695365,0.9804689235979354,1,1
METER_000013,MFR_D,02,11.133720739772356,83.18574345166674,0,28.61998516200952,0.4013930741451565,0.057244130192720205,26.941585303897536,0.6662163844177567,14.79968904437177,-25.45816799,0,1,1,0,0,0,0,1,0,0,3,0,0,0,0,0.8005174821185931,0.8376178159718365,0.8375854624073229,0.07986748655822296,0,0.036413046732104756,0.10938681856692688,0,0.056116915822358164,0.15824307342334581,0,0.010490199733342944,0.9843571903395841,0,0.9697574898670756,0.9096482849293752,0,0.9101958835448949,1,0,0.948290349278843,0.829291469176163,0,0.9504592348751513,0.9172931534660873,0,0.921852086496356,0.8533985723077817,0,0.8734627278223177,0.9532127171043917,0.9426950665873676,0.9259981212903147,1,1
METER_000014,MFR_B,02,3.9918791978506976,12.642808392214835,0,23.568492985529065,1.7537634687656019,0.007022914649676012,21.90258344231776,1.733666326295321,188.35558128444134,-30.30408129,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0,0.9143194548037846,0.8227941979927581,0.6916522525343216,0.09726165653163056,0,0.00887525534752748,0.11116836302655972,0,0.31979424304955056,0.1615485648307053,0,0.05456113870576834,0.8836846913214349,0,0.9266754216685499,0.9674300389142039,0,0.9839357037512068,0.8336022015441483,0,0.9277983457756173,0.9894546481062093,0,0.9081914877984351,1,0,0.920180876453403,0.8797828814170192,0,1,0.9993274120336055,,0.9170258473153695,0,0
METER_000015,MFR_B,01,7.740409593160327,92.23579087423002,1,17.81674103910377,1.8957653738102593,0.025666998138276234,18.411701974699284,1.9201365839092284,26.217669857804488,15.978717580986066,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0.577342372612281,0.40327751233324655,0.39711922568083463,0.014413977501400893,0,0,0.13628781744177532,0,0,0.06791870734259102,0,0,0.9782501099294374,0,0,0.9752021081411252,0,0,0.9991872005036552,0,0,0.9997907537474582,0,0,1,0,0,0.8505719181705629,0,0,0.836043890024174,0.7789059367595588,0.8231842438787149,0,1
METER_000016,MFR_B,01,0.1689559593946881,37.776749815170156,0,27.755300621079662,0.264963392858559,0.005434128135669289,28.717671245575648,0.23444908606746562,27.378818494732986,-9.265345246,,1,,0,0,0,1,0,0,1,1,0,0,0,0,0.6868185295145414,0.8922452000248094,0.700592932769288,0.0008490015274364974,0,0,0.05349958393277533,0,0,0.21728770905023098,0,0,0.8653607857863463,0,0,0.8521184163134742,0,0,0.9012595219536836,0,0,0.9819950320053857,0,0,0.9652184117059286,0,0,1,0,0,0.9973488918844516,1,0.9240862925464687,0,0
METER_000017,MFR_B,01,0.08349104763949455,14.329116880974036,0,18.972088244881224,0.3778574645149341,0.2560659821256528,16.359944103516426,0.25912624658491223,68.94783155646074,70.62947711881314,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3,0.9348678468060638,0.9380322539400119,0.587315470108552,0.00986948511611148,0,0,0.07784045626517755,0,0,0.12977115284987153,0,0,0.9780275689248379,0,0,0.9600928466033016,0,0,0.8492999764717684,0,0,0.8672333869776355,0,0,0.8716504982250405,0,0,0.9158134860799975,0,0,0.7492166358461523,0.708670103070437,0.7564686290898196,0,0
METER_000018,MFR_C,01,2.8815194454182387,24.530347922783477,0,19.233699136623706,1.7436345028827225,0.1395954940139955,20.454735468732373,1.400500403146616,108.45377113052153,34.98515252993034,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0.896484522322252,0.9400193108301259,0.7945271879312699,0.07798766463937212,0,0,7.31828999421775e-05,0,0,0.04754374548288254,0,0,0.8981709706696197,0,0,0.9120608931925647,0,0,0.8424890984658606,0,0,0.9802081823982949,0,0,0.988776133189047,0,0,1,0,0,0.9138319566414784,0.8819047768802145,0.8987027679174487,0,0
METER_000019,MFR_C,02,3.0584800391094706,6.719496221733608,1,30.96303102488658,0.08273860299187058,0.02761686878293219,31.313463178060786,0.18666851717769117,117.26779613705854,42.76583952187782,0,0,0,1,0,1,0,1,0,0,1,0,,1,0,0.42472738508439134,0.5825620801175219,0.5360247440806072,0.15210075312577936,0,0.03468241924603771,0.035549159456748754,0,0.02924447320371596,0.13509236778130573,0,0.06439989568202786,0.8827434659158429,0,0.9968843300155021,0.8193919255997979,0,1,0.8118021177568449,0,1,0.9777498078560352,0,0.9124259401266253,0.9515505565139614,0,0.934142341596633,1,0,0.7680943400892981,0.6451320803148287,0.5959334907280155,0.624772516283481,0,1
METER_000020,MFR_B,03,3.1225364152290433,23.320487807049155,0,19.01830050394894,0.39429786510798087,0.022750481875185243,20.63557030696189,0.2975869991843008,2.2376124726607003,47.264927053580436,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0.8751790426988793,0.7104608477313106,0.7547300213623159,0.15829639557013198,0.34393456985274745,0.18365038928835647,0.16363611901455818,0.041935406928105476,0.14429517957323465,0.05400804176536656,0.18314331500972558,0.003238120096125916,0.9778479159886042,0.9720764793701977,0.8545352151894935,0.9677645788794582,0.9192785721870975,0.9017886789367842,1,0.9334448378851098,0.867339262867501,0.8948141545171736,0.8574050231554186,0.950895719627565,0.9387454076626629,0.8793506897013106,0.9225820799330294,0.9552870217702634,0.9696661475333642,0.9936951729654978,0.9347961006875094,0.8802693558866153,0.8499996355369178,0,0
METER_000021,MFR_D,02,2.124519534340769,6.359652771741423,0,13.41777571536255,0.5948416858134755,0.0714585865607547,12.449742985283772,0.6377871433726012,33.807465428341374,-32.82089653,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.5017396493925458,0.6107389324239095,0.8188816551504882,0.061952824188524096,0,0.01812553376075922,0.3040133908163721,0,0.07473186985813753,0.015637296746532164,0,0.08390041363805417,0.8379223871487174,0,0.9308445695811305,0.8951175734101731,,0.8841775509271027,0.767700732915126,0,0.8956516983299334,0.9725910204498004,0,0.905479356387527,1,0,0.9928920300495847,1,0,0.8330106059648998,0.8956179684095299,0.9414636136602842,0.902550074925851,0,0
METER_000022,MFR_A,02,0.34224029806377887,35.683219828862136,0,28.11430742480748,0.20711226089184312,0.00959677959395102,28.404967814154293,0.3426967802838282,108.05879335421584,5.630568277664009,1,1,0,0,0,0,0,0,0,0,0,0,0,,2,0.7794215485122746,0.8438584953106979,0.8530049016167508,0.03425523240452951,0,0.05575215559675212,0.12162014564970909,0,0.15280746271658974,0.061734775576358994,0,0.1065635580126486,0.8382625650127044,0,0.9662157219125384,0.8290448615737543,0,0.9618688247668575,0.7193143772170274,0,0.9297913057355511,0.9495511292487279,0,0.9832523358516289,0.9712759572828042,0,0.9674482087912168,0.9235306511892165,0,0.9544369462689005,0.9574787561935176,0.9818438195626248,1,0,0
METER_000023,MFR_B,03,12,4.182266576980112,1,23.48068285259435,0.1983463059184048,0.002631579769167201,23.763728263018997,0.3790809718724771,220.4866848431751,33.866584872760086,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.7407102258909088,0.40909494390202045,0.49621166698251085,0.1543238082675346,0.006318460254819378,0.05407934047494735,0.07117692056392112,0.3536245115803459,0.09986144373166614,0.05043840834952321,0.16184492975231496,0.052891236866033454,0.9998924752956142,0.7648316913646492,0.8916064362677664,0.9165922285712309,0.7645696178865563,0.8490969412388422,0.9695889688665459,0.8888994315639556,0.8399413664042336,0.9919289349030388,0.9829073181647123,0.9442454800055822,0.9190856180368364,1,,0.9502227695902759,1,0.952148701060243,0.9929477154489451,1,0.9944297626905285,1,1
METER_000024,MFR_C,02,0.0986775766666983,29.668326838802052,0,23.911724394309417,0.5531453678490694,0.0005419919042678893,23.13804698675357,0.41551250855713695,110.83320379783422,0.22880766160458554,0,1,0,0,0,1,0,0,1,,1,0,0,1,0,0.9171140974913435,0.7194551008662712,0.7361467162592934,0.11105703321558874,0,0.05449498770051841,0.07170133299021114,0,0.059424405808622544,0.10182130246009467,0,0.16264983561543953,0.9483153222036268,0,0.7442664477157199,0.9533731288962156,0,0.6646294759187069,0.8546944299882969,0,0.755111289722391,0.9144467342153993,0,0.9662029094628555,0.9072787157373043,0,0.9227790067472025,0.9788710035961576,0,1,0.7476950981307656,0.6631599461789139,0.6999466005484957,0,0
METER_000025,MFR_C,03,8.832985732045024,2.1058082860467757,0,23.427498033248998,1.4045468274548643,0.04011904311770396,22.158467826299773,1.209203613167938,30.90845669180719,-44.8473688,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0.8859422253651255,0.9725599451524907,0.8944992765302237,0.04418180368064438,0.03824876501897085,0.15016914741622328,0.047893350351391785,0.05547817981880246,0.022063357248724658,0.2532980877753796,0.032183481757352146,0.02925301220007733,0.9365288695250253,0.9380698031709622,0.9648579000069483,0.9186290465289432,0.9690112774352032,1,0.89512808833549,0.9454037743088918,0.9945464398165078,0.6955742969451817,0.9254444409751192,0.9658359353988284,0.6979499774099087,0.9809785317690869,0.9234451919066268,0.8044904393790314,0.9353737798322616,0.8916597183293652,0.7952784623508513,0.6958547598372816,0.632991079058241,1,1
METER_000026,MFR_D,02,1.8257746430341983,42.604465552492776,0,26.158349695093634,1.8340386470971324,0.06309609085592412,27.089702099457426,1.9517631667348008,70.8814776827855,46.42024165802428,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0.7267429579991436,0.7065384473697787,0.6711228260557313,0.019774389008142365,0,0.05447939874539187,0.027962122586383545,0,0.01338767920164423,0.1080243670681397,0,0.03707379826535663,0.5665777097441816,0,0.6501344864563516,0.6212261478611494,0,0.6693634475374259,0.5980774774259279,0,0.6257468429489758,0.8495732707192402,0,0.9643298041047725,0.8915531420634525,0,0.9062086019930161,0.9492896556821768,0,0.9337488831304556,0.8280639303413341,0.8630083484390061,0.7747071602346601,0,0
METER_000027,MFR_B,01,10.9467554639952,7.253990194491797,0,21.236403790484662,3.8744908582625093,0.024825491101854058,21.465531030288,4.006714292300528,104.29214709994301,-8.727368891,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0.6923330826842083,0.7933649762488793,0.8340901855640325,0.11951676997079616,0,0,0.00594098479805163,0,0,0.08076282663405797,0,0,0.8417977081598441,0,0,0.8737532499462042,0,0,0.6827757426199563,0,0,0.8716237929095442,0,0,0.9107094682784098,0,0,0.7716797230562876,0,0,0.8412437945325015,0.7994993575771727,0.9157983454474233,1,1
METER_000028,MFR_C,01,10.713551275078629,21.249080865018584,0,32.380574372828825,0.07686381996131647,0.040325119963832146,32.77451758790749,-0.035847392,14.541816220095555,15.110152486178382,0,0,0,0,0,0,0,0,0,1,1,0,1,,1,0.7502682264324353,0.7327935161513791,0.757975940169805,0.056740072124990895,0,0,0.12927570376206218,0,0,0.035026963973715776,0,0,0.8043543904996948,0,0,0.8196152401396102,0,0,0.8241428219651735,0,0,0.8411058503495977,0,0,0.852283910048314,0,0,0.8383777281205596,0,0,0.999025993097354,1,1,1,1
METER_000029,MFR_C,02,10.488812458509228,27.011586180072563,1,17.61884759845301,0.24421679195888737,0.006445740410688313,18.98158356003231,0.44316779237642956,78.72532727568749,29.113705795725686,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0.37016328012641025,0.6970881077796213,0.45564681255739103,0.049494541514462184,0,0.031087101434988083,0.23922341977494826,0,0.08449149771791219,0.03324177756474976,0,0.19484805634200414,0.972552228889391,0,0.9530814034366506,0.9064136950357996,0,0.9938224994183941,1,0,0.9088272269388102,0.8593447651941472,0,0.9886531757295415,0.7618909633432556,0,0.9371066124121866,0.8667390166302024,0,0.9627443497080288,0.975697660419138,0.9489331739627695,0.9457890386660581,1,1
METER_000030,MFR_A,01,8.066809797607261,9.123691719903386,0,27.224374583385615,1.4131717122897625,0.012518749483627554,27.18465883460508,1.4055611161829724,63.80270511549732,75.63353493471612,3,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0.8885665064511242,0.43472924668403323,0.6796852447998888,0.025120993598036868,0,0,0.02915259436748024,0,0,0.037924838449640105,0,0,0.99593908221564,0,0,1,0,0,0.8996157038680508,0,0,0.9228060969577574,0,0,0.9260187893448183,0,0,0.7764267848414924,0,0,0.919078702360829,0.8999167274262241,0.9223868387921224,1,1
METER_000031,MFR_D,01,0.06406970363626252,20.737657303641555,0,28.210605019382918,0.7778311721348102,0.0661451773867076,28.52548734924607,0.6292095912882197,41.04495619965509,10.209757818484325,0,0,0,1,0,0,0,0,0,1,3,0,0,0,1,0.8290883820789386,0.8378996015962945,0.7468518423874347,0.14503842141593826,0,0,0.2647887620543941,0,0,0.06890577026200492,0,0,0.9867106261306965,0,0,1,0,0,0.9499540569960889,0,0,0.8442030843895619,0,0,0.8590779776362879,0,0,0.8718210760430991,0,0,0.8882813398769064,0.7771809232376259,1,0,0
METER_000032,MFR_B,02,11.818458793363224,58.947598599990066,0,21.20174119583311,,0.10784422664277277,21.55415911339516,0.2003961802084415,97.69372852434843,-100.8049652,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0.9045693911919647,0.8715420310372771,0.8981660794283861,0.03193437732011345,0,0.037661887464052954,0.05092884382443332,0,0.057429829339809474,0.009250548405392061,0,0.14177053032785145,0.9647000400391851,0,0.8009715361399861,1,0,0.7800442159934174,1,0,0.6426096080336823,0.945628596813261,0,0.9593408019982834,0.9694677534622584,0,1,0.9294046111768056,0,0.9654410793702444,0.91628793343605,0.9419225246826576,0.8568214134040555,1,1
METER_000033,MFR_A,02,12,2.977610725993404,1,19.88132777361091,0.23015515179311785,0.06911453817545138,20.2603415703272,0.3277980484417903,101.11957995812398,9.110175657809132,0,2,0,0,0,0,0,0,0,1,0,1,0,0,3,0.6096842700908098,0.40677686821380593,0.4391864520424894,0.014785902154500808,0,0.18042293356507683,0.02203309650304928,0,0.06585206853204327,0.041646180615937035,0,0.0733563613664295,0.9316866317869926,0,0.858966002579121,0.9660564039266533,0,0.7923142758578868,0.7934040301567307,0,0.8038775383676936,0.9910112634293103,0,0.9469067637945457,1,0,1,0.9116842882292735,0,0.9059694471973136,0.9520875649221991,0.9272408744977448,0.9353285125917343,1,1
METER_000034,MFR_E,02,10.741274708761104,50.229823565707015,0,30.085871070850782,0.3291675532004191,0.03186284145300139,28.677093216388073,0.3772096185830247,355.67958203976707,14.068038142567039,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.9504818057342372,0.8092703701796387,0.8168831973726443,0.07486942540394809,0,0.11917010850678118,0.08059459297844687,0,0.11602732938717623,0.012972136042170197,0,0.0005707253161862035,0.8289135198891721,0,0.9785670633351155,0.8325711685394719,0,0.9178236898314701,0.8750426137817289,0,1,0.8695401457926791,0,0.9157402013828708,0.8765106743180759,0,0.9844839347167079,0.8429287375443614,0,0.8713183158979638,0.9434818198854167,0.8271195247489679,0.8349864818410047,1,1
METER_000035,MFR_E,01,10.011556247306265,34.894479605731505,1,20.045696229916427,0.5608722399674593,0.04489717515296256,20.025778399139654,0.6368311070031245,55.91499919078059,-83.41106638,1,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0.5571751123210908,0.3884718529761502,0.4168508824104905,0.048546625056848654,0,0,0.08702075312494403,0,0,0.05360026545014153,0,0,0.8061764553896945,0,0,0.842367584824239,0,0,0.6189345223049235,0,0,0.9965529965993725,0,0,0.8959835352173471,0,0,1,0,0,0.9557169105035294,0.978859105018892,0.9509053853268823,1,1
METER_000036,MFR_D,01,4.137443143854439,32.933898378421304,0,21.966680296247166,0.19498283699328994,0.006654912547061153,23.1250790303616,-0.026216821,75.77223007324682,73.62484303647945,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0.8202131535981148,0.6892486729526076,0.7914213137521141,0.03454722452222842,0,0,0.0573474465437888,0,0,0.19244758681995006,0,0,0.9101728088677887,0,0,0.8874441954965556,0,0,0.8536957487202049,0,0,0.8636990689836728,0,0,0.908492045927351,0,0,0.864925388749821,0,0,0.9706145126091487,0.934879353802367,0.790850141233318,0,0
METER_000037,MFR_B,02,10.72378378908577,9.686106767564587,0,29.43654481229873,3.3305326730230873,0.060340840548030204,29.308540559802427,2.885484039785785,17.13846802269702,-132.3853654,0,2,0,0,0,0,0,0,2,0,2,1,0,0,0,0.990196564577863,0.8073021685946355,0.6890984687032733,0.10386567375893256,0,0.00644171518119738,0.18279105365063691,0,0.06888734136293902,0.02224025700652744,0,0.2723099960967624,0.9896872165887023,0,0.9963122668638799,1,0,1,1,0,1,0.7509297162278843,0,0.9076255998182348,0.8524780911608364,0,0.9367906905566805,0.7379167978114141,0,0.9694301449546675,0.9248564670314156,0.9038929116025717,1,1,1
