district,sample,day,time,predicted,true
马鞍村1社,0,Day1,13:45,0.049,0.0279
马鞍村1社,0,Day1,14:00,0.0584,0.0374
马鞍村1社,0,Day1,14:15,0.0519,0.0468
马鞍村1社,0,Day1,14:30,0.0521,0.029
马鞍村1社,0,Day1,14:45,0.0532,0.0515
马鞍村1社,0,Day1,15:00,0.0602,0.0336
马鞍村1社,0,Day1,15:15,0.0644,0.1056
马鞍村1社,0,Day1,15:30,0.0714,0.1048
马鞍村1社,0,Day1,15:45,0.0761,0.079
马鞍村1社,0,Day1,16:00,0.0781,0.0464
马鞍村1社,0,Day1,16:15,0.0973,0.1285
马鞍村1社,0,Day1,16:30,0.096,0.0757
马鞍村1社,0,Day1,16:45,0.0949,0.1483
马鞍村1社,0,Day1,17:00,0.0974,0.1475
马鞍村1社,0,Day1,17:15,0.1062,0.0929
马鞍村1社,0,Day1,17:30,0.1009,0.1676
马鞍村1社,0,Day1,17:45,0.1007,0.1353
马鞍村1社,0,Day1,18:00,0.109,0.146
马鞍村1社,0,Day1,18:15,0.0999,0.1747
马鞍村1社,0,Day1,18:30,0.0901,0.1038
马鞍村1社,0,Day1,18:45,0.0853,0.0694
马鞍村1社,0,Day1,19:00,0.075,0.0395
马鞍村1社,0,Day1,19:15,0.0692,0.0931
马鞍村1社,0,Day1,19:30,0.0627,0.1074
马鞍村1社,0,Day1,19:45,0.0723,0.0509
马鞍村1社,0,Day1,20:00,0.059,0.077
马鞍村1社,0,Day1,20:15,0.0704,0.0403
马鞍村1社,0,Day1,20:30,0.0578,0.0723
马鞍村1社,0,Day1,20:45,0.0591,0.051
马鞍村1社,0,Day1,21:00,0.0575,0.0623
马鞍村1社,0,Day1,21:15,0.0559,0.0445
马鞍村1社,0,Day1,21:30,0.0615,0.0914
马鞍村1社,0,Day1,21:45,0.0523,0.0545
马鞍村1社,0,Day1,22:00,0.0532,0.0806
马鞍村1社,0,Day1,22:15,0.0474,0.0419
马鞍村1社,0,Day1,22:30,0.0482,0.0357
马鞍村1社,0,Day1,22:45,0.0415,0.0451
马鞍村1社,0,Day1,23:00,0.0403,0.0423
马鞍村1社,0,Day1,23:15,0.0426,0.0335
马鞍村1社,0,Day1,23:30,0.039,0.0328
马鞍村1社,0,Day1,23:45,0.0325,0.02
马鞍村1社,0,Day2,00:00,0.0336,0.028
马鞍村1社,0,Day2,00:15,0.0352,0.0343
马鞍村1社,0,Day2,00:30,0.034,0.026
马鞍村1社,0,Day2,00:45,0.032,0.0243
马鞍村1社,0,Day2,01:00,0.0312,0.0325
马鞍村1社,0,Day2,01:15,0.0388,0.0333
马鞍村1社,0,Day2,01:30,0.035,0.0351
马鞍村1社,0,Day2,01:45,0.0302,0.0281
马鞍村1社,0,Day2,02:00,0.0312,0.028
马鞍村1社,0,Day2,02:15,0.0324,0.0153
马鞍村1社,0,Day2,02:30,0.0322,0.0411
马鞍村1社,0,Day2,02:45,0.0304,0.0286
马鞍村1社,0,Day2,03:00,0.0297,0.0267
马鞍村1社,0,Day2,03:15,0.0339,0.0252
马鞍村1社,0,Day2,03:30,0.0368,0.0231
马鞍村1社,0,Day2,03:45,0.0322,0.027
马鞍村1社,0,Day2,04:00,0.0307,0.0259
马鞍村1社,0,Day2,04:15,0.0266,0.0389
马鞍村1社,0,Day2,04:30,0.0273,0.0307
马鞍村1社,0,Day2,04:45,0.031,0.0337
马鞍村1社,0,Day2,05:00,0.031,0.0317
马鞍村1社,0,Day2,05:15,0.03,0.0309
马鞍村1社,0,Day2,05:30,0.0248,0.035
马鞍村1社,0,Day2,05:45,0.0266,0.0228
马鞍村1社,0,Day2,06:00,0.0299,0.0349
马鞍村1社,0,Day2,06:15,0.0291,0.0263
马鞍村1社,0,Day2,06:30,0.0326,0.039
马鞍村1社,0,Day2,06:45,0.0351,0.0273
马鞍村1社,0,Day2,07:00,0.044,0.0312
马鞍村1社,0,Day2,07:15,0.0462,0.0252
马鞍村1社,0,Day2,07:30,0.0543,0.0274
马鞍村1社,0,Day2,07:45,0.0714,0.0679
马鞍村1社,0,Day2,08:00,0.0884,0.0427
马鞍村1社,0,Day2,08:15,0.102,0.086
马鞍村1社,0,Day2,08:30,0.1115,0.1168
马鞍村1社,0,Day2,08:45,0.1144,0.094
马鞍村1社,0,Day2,09:00,0.112,0.161
马鞍村1社,0,Day2,09:15,0.1107,0.0976
马鞍村1社,0,Day2,09:30,0.0988,0.0935
马鞍村1社,0,Day2,09:45,0.089,0.072
马鞍村1社,0,Day2,10:00,0.082,0.0602
马鞍村1社,0,Day2,10:15,0.0764,0.0753
马鞍村1社,0,Day2,10:30,0.0644,0.0701
马鞍村1社,0,Day2,10:45,0.0591,0.0426
马鞍村1社,0,Day2,11:00,0.0513,0.0589
马鞍村1社,0,Day2,11:15,0.0591,0.0495
马鞍村1社,0,Day2,11:30,0.0487,0.0338
马鞍村1社,0,Day2,11:45,0.0544,0.0491
马鞍村1社,0,Day2,12:00,0.0613,0.0564
马鞍村1社,0,Day2,12:15,0.0561,0.031
马鞍村1社,0,Day2,12:30,0.0604,0.1007
马鞍村1社,0,Day2,12:45,0.0496,0.042
马鞍村1社,0,Day2,13:00,0.0541,0.0291
马鞍村1社,0,Day2,13:15,0.0526,0.0474
马鞍村1社,0,Day2,13:30,0.0627,0.0835
马鞍村1社,0,Day2,13:45,0.0588,0.0558
马鞍村1社,0,Day2,14:00,0.063,0.0441
马鞍村1社,0,Day2,14:15,0.0565,0.067
马鞍村1社,0,Day2,14:30,0.0528,0.0658
马鞍村1社,0,Day2,14:45,0.0606,0.0277
马鞍村1社,0,Day2,15:00,0.0654,0.0584
马鞍村1社,0,Day2,15:15,0.067,0.0335
马鞍村1社,0,Day2,15:30,0.0627,0.05
马鞍村1社,0,Day2,15:45,0.0759,0.0283
马鞍村1社,0,Day2,16:00,0.0787,0.0473
马鞍村1社,0,Day2,16:15,0.0922,0.0507
马鞍村1社,0,Day2,16:30,0.0959,0.0737
马鞍村1社,0,Day2,16:45,0.0958,0.1493
马鞍村1社,0,Day2,17:00,0.0991,0.133
马鞍村1社,0,Day2,17:15,0.1132,0.0931
马鞍村1社,0,Day2,17:30,0.1242,0.1476
马鞍村1社,0,Day2,17:45,0.1075,0.0759
马鞍村1社,0,Day2,18:00,0.1205,0.1026
马鞍村1社,0,Day2,18:15,0.1031,0.0962
马鞍村1社,0,Day2,18:30,0.0949,0.1417
马鞍村1社,0,Day2,18:45,0.0701,0.0817
马鞍村1社,0,Day2,19:00,0.0746,0.0899
马鞍村1社,0,Day2,19:15,0.0672,0.0678
马鞍村1社,0,Day2,19:30,0.0662,0.0825
马鞍村1社,0,Day2,19:45,0.0666,0.0816
马鞍村1社,0,Day2,20:00,0.0646,0.0629
马鞍村1社,0,Day2,20:15,0.079,0.0672
马鞍村1社,0,Day2,20:30,0.063,0.0455
马鞍村1社,0,Day2,20:45,0.0598,0.0509
马鞍村1社,0,Day2,21:00,0.0598,0.0627
马鞍村1社,0,Day2,21:15,0.0578,0.0625
马鞍村1社,0,Day2,21:30,0.061,0.0508
马鞍村1社,0,Day2,21:45,0.054,0.0604
马鞍村1社,0,Day2,22:00,0.0474,0.0495
马鞍村1社,0,Day2,22:15,0.047,0.0573
马鞍村1社,0,Day2,22:30,0.049,0.0445
马鞍村1社,0,Day2,22:45,0.0399,0.0268
马鞍村1社,0,Day2,23:00,0.0462,0.039
马鞍村1社,0,Day2,23:15,0.0353,0.0233
马鞍村1社,0,Day2,23:30,0.038,0.0333
马鞍村1社,0,Day2,23:45,0.0356,0.0284
马鞍村1社,0,Day3,00:00,0.0364,0.0251
马鞍村1社,0,Day3,00:15,0.0372,0.0394
马鞍村1社,0,Day3,00:30,0.033,0.0184
马鞍村1社,0,Day3,00:45,0.0319,0.032
马鞍村1社,0,Day3,01:00,0.0315,0.0271
马鞍村1社,0,Day3,01:15,0.0323,0.0264
马鞍村1社,0,Day3,01:30,0.0291,0.031
马鞍村1社,0,Day3,01:45,0.034,0.0323
马鞍村1社,0,Day3,02:00,0.0301,0.0317
马鞍村1社,0,Day3,02:15,0.0312,0.0315
马鞍村1社,0,Day3,02:30,0.0306,0.0205
马鞍村1社,0,Day3,02:45,0.0252,0.0186
马鞍村1社,0,Day3,03:00,0.0265,0.0241
马鞍村1社,0,Day3,03:15,0.032,0.0338
马鞍村1社,0,Day3,03:30,0.0344,0.0341
马鞍村1社,0,Day3,03:45,0.0299,0.0286
马鞍村1社,0,Day3,04:00,0.0295,0.0253
马鞍村1社,0,Day3,04:15,0.028,0.0192
马鞍村1社,0,Day3,04:30,0.0313,0.0334
马鞍村1社,0,Day3,04:45,0.0287,0.0256
马鞍村1社,0,Day3,05:00,0.0251,0.0258
马鞍村1社,0,Day3,05:15,0.0316,0.0285
马鞍村1社,0,Day3,05:30,0.0281,0.0241
马鞍村1社,0,Day3,05:45,0.0274,0.0328
马鞍村1社,0,Day3,06:00,0.0302,0.0211
马鞍村1社,0,Day3,06:15,0.0296,0.0218
马鞍村1社,0,Day3,06:30,0.0288,0.0153
马鞍村1社,0,Day3,06:45,0.0337,0.022
马鞍村1社,0,Day3,07:00,0.0416,0.0384
马鞍村1社,0,Day3,07:15,0.0461,0.0166
马鞍村1社,0,Day3,07:30,0.0535,0.0406
马鞍村1社,0,Day3,07:45,0.0728,0.0154
马鞍村1社,0,Day3,08:00,0.084,0.0889
马鞍村1社,0,Day3,08:15,0.1045,0.1045
马鞍村1社,0,Day3,08:30,0.1121,0.0695
马鞍村1社,0,Day3,08:45,0.1255,0.07
马鞍村1社,0,Day3,09:00,0.1227,0.0646
马鞍村1社,0,Day3,09:15,0.1109,0.1429
马鞍村1社,0,Day3,09:30,0.1054,0.0648
马鞍村1社,0,Day3,09:45,0.0954,0.0283
马鞍村1社,0,Day3,10:00,0.0831,0.0712
马鞍村1社,0,Day3,10:15,0.0687,0.0465
马鞍村1社,0,Day3,10:30,0.0689,0.0778
马鞍村1社,0,Day3,10:45,0.0631,0.1403
马鞍村1社,0,Day3,11:00,0.0568,0.0614
马鞍村1社,0,Day3,11:15,0.0581,0.0496
马鞍村1社,0,Day3,11:30,0.0519,0.0296
马鞍村1社,0,Day3,11:45,0.0578,0.066
马鞍村1社,0,Day3,12:00,0.0588,0.1489
马鞍村1社,0,Day3,12:15,0.0578,0.0574
马鞍村1社,0,Day3,12:30,0.0581,0.0482
马鞍村1社,0,Day3,12:45,0.0522,0.0567
马鞍村1社,0,Day3,13:00,0.0661,0.0572
马鞍村1社,0,Day3,13:15,0.0548,0.0885
马鞍村1社,0,Day3,13:30,0.0547,0.0277
马鞍村1社,0,Day3,13:45,0.055,0.028
马鞍村1社,0,Day3,14:00,0.0549,0.0324
马鞍村1社,0,Day3,14:15,0.0518,0.0651
马鞍村1社,0,Day3,14:30,0.0526,0.0307
马鞍村1社,0,Day3,14:45,0.0607,0.0297
马鞍村1社,0,Day3,15:00,0.066,0.0467
马鞍村1社,0,Day3,15:15,0.0582,0.0582
马鞍村1社,0,Day3,15:30,0.0723,0.0558
马鞍村1社,0,Day3,15:45,0.0717,0.0621
马鞍村1社,0,Day3,16:00,0.0752,0.0586
马鞍村1社,0,Day3,16:15,0.0973,0.1098
马鞍村1社,0,Day3,16:30,0.1007,0.1202
马鞍村1社,0,Day3,16:45,0.1015,0.0844
马鞍村1社,0,Day3,17:00,0.1036,0.1201
马鞍村1社,0,Day3,17:15,0.1073,0.0603
马鞍村1社,0,Day3,17:30,0.1123,0.0692
马鞍村1社,0,Day3,17:45,0.1078,0.0738
马鞍村1社,0,Day3,18:00,0.1172,0.1295
马鞍村1社,0,Day3,18:15,0.0985,0.0785
马鞍村1社,0,Day3,18:30,0.0902,0.0995
马鞍村1社,0,Day3,18:45,0.0787,0.1153
马鞍村1社,0,Day3,19:00,0.0719,0.0629
马鞍村1社,0,Day3,19:15,0.0636,0.088
马鞍村1社,0,Day3,19:30,0.0656,0.0857
马鞍村1社,0,Day3,19:45,0.0699,0.1128
马鞍村1社,0,Day3,20:00,0.0677,0.0766
马鞍村1社,0,Day3,20:15,0.0697,0.0423
马鞍村1社,0,Day3,20:30,0.0602,0.0448
马鞍村1社,0,Day3,20:45,0.0667,0.1092
马鞍村1社,0,Day3,21:00,0.0588,0.0704
马鞍村1社,0,Day3,21:15,0.0567,0.0864
马鞍村1社,0,Day3,21:30,0.0541,0.0766
马鞍村1社,0,Day3,21:45,0.0548,0.1322
马鞍村1社,0,Day3,22:00,0.0494,0.0857
马鞍村1社,0,Day3,22:15,0.0435,0.0572
马鞍村1社,0,Day3,22:30,0.0455,0.0575
马鞍村1社,0,Day3,22:45,0.0451,0.0531
马鞍村1社,0,Day3,23:00,0.0448,0.068
马鞍村1社,0,Day3,23:15,0.0406,0.0508
马鞍村1社,0,Day3,23:30,0.0342,0.0571
马鞍村1社,0,Day3,23:45,0.0382,0.0455
幸福村1社,1,Day1,00:00,0.0168,0.0196
幸福村1社,1,Day1,00:15,0.0139,0.0169
幸福村1社,1,Day1,00:30,0.0146,0.0195
幸福村1社,1,Day1,00:45,0.0137,0.0173
幸福村1社,1,Day1,01:00,0.0101,0.0149
幸福村1社,1,Day1,01:15,0.0172,0.0191
幸福村1社,1,Day1,01:30,0.014,0.0197
幸福村1社,1,Day1,01:45,0.0176,0.0193
幸福村1社,1,Day1,02:00,0.0159,0.0174
幸福村1社,1,Day1,02:15,0.0153,0.0201
幸福村1社,1,Day1,02:30,0.0132,0.0153
幸福村1社,1,Day1,02:45,0.0134,0.011
幸福村1社,1,Day1,03:00,0.0158,0.0216
幸福村1社,1,Day1,03:15,0.0171,0.0163
幸福村1社,1,Day1,03:30,0.0158,0.0192
幸福村1社,1,Day1,03:45,0.0155,0.0123
幸福村1社,1,Day1,04:00,0.015,0.0264
幸福村1社,1,Day1,04:15,0.0149,0.0162
幸福村1社,1,Day1,04:30,0.0172,0.013
幸福村1社,1,Day1,04:45,0.0168,0.0155
幸福村1社,1,Day1,05:00,0.0201,0.0115
幸福村1社,1,Day1,05:15,0.0169,0.0155
幸福村1社,1,Day1,05:30,0.0145,0.0142
幸福村1社,1,Day1,05:45,0.0195,0.0177
幸福村1社,1,Day1,06:00,0.0153,0.0101
幸福村1社,1,Day1,06:15,0.0175,0.0125
幸福村1社,1,Day1,06:30,0.0206,0.0145
幸福村1社,1,Day1,06:45,0.0233,0.0437
幸福村1社,1,Day1,07:00,0.0214,0.0185
幸福村1社,1,Day1,07:15,0.0258,0.0191
幸福村1社,1,Day1,07:30,0.028,0.0166
幸福村1社,1,Day1,07:45,0.039,0.0174
幸福村1社,1,Day1,08:00,0.0378,0.0449
幸福村1社,1,Day1,08:15,0.0436,0.0758
幸福村1社,1,Day1,08:30,0.0441,0.0302
幸福村1社,1,Day1,08:45,0.0474,0.0203
幸福村1社,1,Day1,09:00,0.0459,0.0546
幸福村1社,1,Day1,09:15,0.0501,0.0802
幸福村1社,1,Day1,09:30,0.0396,0.0935
幸福村1社,1,Day1,09:45,0.0406,0.0484
幸福村1社,1,Day1,10:00,0.0406,0.0131
幸福村1社,1,Day1,10:15,0.0295,0.0149
幸福村1社,1,Day1,10:30,0.0323,0.0213
幸福村1社,1,Day1,10:45,0.0324,0.0177
幸福村1社,1,Day1,11:00,0.025,0.0159
幸福村1社,1,Day1,11:15,0.0259,0.0122
幸福村1社,1,Day1,11:30,0.0252,0.039
幸福村1社,1,Day1,11:45,0.0308,0.0166
幸福村1社,1,Day1,12:00,0.0199,0.0218
幸福村1社,1,Day1,12:15,0.0221,0.0216
幸福村1社,1,Day1,12:30,0.0274,0.0214
幸福村1社,1,Day1,12:45,0.0228,0.0526
幸福村1社,1,Day1,13:00,0.0248,0.048
幸福村1社,1,Day1,13:15,0.0211,0.0469
幸福村1社,1,Day1,13:30,0.0214,0.0215
幸福村1社,1,Day1,13:45,0.0231,0.0297
幸福村1社,1,Day1,14:00,0.0234,0.0175
幸福村1社,1,Day1,14:15,0.0225,0.0182
幸福村1社,1,Day1,14:30,0.0233,0.0103
幸福村1社,1,Day1,14:45,0.024,0.0194
幸福村1社,1,Day1,15:00,0.0231,0.0124
幸福村1社,1,Day1,15:15,0.0248,0.0148
幸福村1社,1,Day1,15:30,0.0231,0.0109
幸福村1社,1,Day1,15:45,0.0212,0.0145
幸福村1社,1,Day1,16:00,0.0221,0.018
幸福村1社,1,Day1,16:15,0.0263,0.0119
幸福村1社,1,Day1,16:30,0.0362,0.0826
幸福村1社,1,Day1,16:45,0.0342,0.0416
幸福村1社,1,Day1,17:00,0.0358,0.0643
幸福村1社,1,Day1,17:15,0.0412,0.0461
幸福村1社,1,Day1,17:30,0.039,0.0206
幸福村1社,1,Day1,17:45,0.0406,0.0484
幸福村1社,1,Day1,18:00,0.0402,0.0199
幸福村1社,1,Day1,18:15,0.0417,0.0171
幸福村1社,1,Day1,18:30,0.0386,0.0167
幸福村1社,1,Day1,18:45,0.0409,0.0193
幸福村1社,1,Day1,19:00,0.0345,0.0149
幸福村1社,1,Day1,19:15,0.0393,0.0227
幸福村1社,1,Day1,19:30,0.0388,0.0176
幸福村1社,1,Day1,19:45,0.0361,0.0159
幸福村1社,1,Day1,20:00,0.0312,0.0219
幸福村1社,1,Day1,20:15,0.0305,0.0145
幸福村1社,1,Day1,20:30,0.0192,0.0197
幸福村1社,1,Day1,20:45,0.0289,0.0215
幸福村1社,1,Day1,21:00,0.0221,0.0231
幸福村1社,1,Day1,21:15,0.0213,0.0185
幸福村1社,1,Day1,21:30,0.0235,0.0201
幸福村1社,1,Day1,21:45,0.0202,0.0183
幸福村1社,1,Day1,22:00,0.0194,0.0166
幸福村1社,1,Day1,22:15,0.0165,0.024
幸福村1社,1,Day1,22:30,0.018,0.0169
幸福村1社,1,Day1,22:45,0.02,0.0179
幸福村1社,1,Day1,23:00,0.0181,0.016
幸福村1社,1,Day1,23:15,0.0186,0.0197
幸福村1社,1,Day1,23:30,0.0199,0.0181
幸福村1社,1,Day1,23:45,0.0157,0.0217
幸福村1社,1,Day2,00:00,0.0142,0.0214
幸福村1社,1,Day2,00:15,0.0158,0.0135
幸福村1社,1,Day2,00:30,0.0136,0.0213
幸福村1社,1,Day2,00:45,0.0185,0.0232
幸福村1社,1,Day2,01:00,0.0128,0.0229
幸福村1社,1,Day2,01:15,0.0174,0.0132
幸福村1社,1,Day2,01:30,0.0182,0.0229
幸福村1社,1,Day2,01:45,0.0141,0.0182
幸福村1社,1,Day2,02:00,0.0155,0.0109
幸福村1社,1,Day2,02:15,0.0155,0.0136
幸福村1社,1,Day2,02:30,0.0174,0.0152
幸福村1社,1,Day2,02:45,0.0183,0.0198
幸福村1社,1,Day2,03:00,0.0132,0.0143
幸福村1社,1,Day2,03:15,0.0097,0.0191
幸福村1社,1,Day2,03:30,0.0146,0.0173
幸福村1社,1,Day2,03:45,0.0167,0.023
幸福村1社,1,Day2,04:00,0.0165,0.0124
幸福村1社,1,Day2,04:15,0.0116,0.0162
幸福村1社,1,Day2,04:30,0.0149,0.0174
幸福村1社,1,Day2,04:45,0.0173,0.0151
幸福村1社,1,Day2,05:00,0.0132,0.0144
幸福村1社,1,Day2,05:15,0.0139,0.0143
幸福村1社,1,Day2,05:30,0.0135,0.0201
幸福村1社,1,Day2,05:45,0.0179,0.0156
幸福村1社,1,Day2,06:00,0.0174,0.0145
幸福村1社,1,Day2,06:15,0.0145,0.0134
幸福村1社,1,Day2,06:30,0.0197,0.0191
幸福村1社,1,Day2,06:45,0.0213,0.0198
幸福村1社,1,Day2,07:00,0.0216,0.0136
幸福村1社,1,Day2,07:15,0.0275,0.0773
幸福村1社,1,Day2,07:30,0.0308,0.0148
幸福村1社,1,Day2,07:45,0.0343,0.0213
幸福村1社,1,Day2,08:00,0.0392,0.0345
幸福村1社,1,Day2,08:15,0.0495,0.0395
幸福村1社,1,Day2,08:30,0.0557,0.0497
幸福村1社,1,Day2,08:45,0.0502,0.0334
幸福村1社,1,Day2,09:00,0.0462,0.0299
幸福村1社,1,Day2,09:15,0.0442,0.0224
幸福村1社,1,Day2,09:30,0.0389,0.0358
幸福村1社,1,Day2,09:45,0.0442,0.0143
幸福村1社,1,Day2,10:00,0.0378,0.021
幸福村1社,1,Day2,10:15,0.0242,0.0223
幸福村1社,1,Day2,10:30,0.0254,0.0161
幸福村1社,1,Day2,10:45,0.0284,0.0418
幸福村1社,1,Day2,11:00,0.0179,0.0159
幸福村1社,1,Day2,11:15,0.0229,0.0293
幸福村1社,1,Day2,11:30,0.027,0.0138
幸福村1社,1,Day2,11:45,0.0254,0.0675
幸福村1社,1,Day2,12:00,0.0234,0.0149
幸福村1社,1,Day2,12:15,0.0202,0.0153
幸福村1社,1,Day2,12:30,0.0259,0.01
幸福村1社,1,Day2,12:45,0.0235,0.0459
幸福村1社,1,Day2,13:00,0.0248,0.0197
幸福村1社,1,Day2,13:15,0.0217,0.0188
幸福村1社,1,Day2,13:30,0.0186,0.0178
幸福村1社,1,Day2,13:45,0.0254,0.0212
幸福村1社,1,Day2,14:00,0.0245,0.0188
幸福村1社,1,Day2,14:15,0.0206,0.0169
幸福村1社,1,Day2,14:30,0.024,0.0127
幸福村1社,1,Day2,14:45,0.024,0.0213
幸福村1社,1,Day2,15:00,0.023,0.0204
幸福村1社,1,Day2,15:15,0.0229,0.0145
幸福村1社,1,Day2,15:30,0.0223,0.0332
幸福村1社,1,Day2,15:45,0.023,0.0153
幸福村1社,1,Day2,16:00,0.0254,0.0208
幸福村1社,1,Day2,16:15,0.0237,0.0336
幸福村1社,1,Day2,16:30,0.0289,0.0121
幸福村1社,1,Day2,16:45,0.0348,0.012
幸福村1社,1,Day2,17:00,0.036,0.0222
幸福村1社,1,Day2,17:15,0.0321,0.0185
幸福村1社,1,Day2,17:30,0.0344,0.0144
幸福村1社,1,Day2,17:45,0.0349,0.031
幸福村1社,1,Day2,18:00,0.0384,0.1071
幸福村1社,1,Day2,18:15,0.0399,0.031
幸福村1社,1,Day2,18:30,0.0428,0.0174
幸福村1社,1,Day2,18:45,0.0395,0.0202
幸福村1社,1,Day2,19:00,0.0344,0.0159
幸福村1社,1,Day2,19:15,0.0371,0.0977
幸福村1社,1,Day2,19:30,0.0356,0.075
幸福村1社,1,Day2,19:45,0.0286,0.0319
幸福村1社,1,Day2,20:00,0.0286,0.0243
幸福村1社,1,Day2,20:15,0.0306,0.0206
幸福村1社,1,Day2,20:30,0.0232,0.0213
幸福村1社,1,Day2,20:45,0.0197,0.0203
幸福村1社,1,Day2,21:00,0.0272,0.0212
幸福村1社,1,Day2,21:15,0.0208,0.0247
幸福村1社,1,Day2,21:30,0.0203,0.0225
幸福村1社,1,Day2,21:45,0.0141,0.0123
幸福村1社,1,Day2,22:00,0.0209,0.0201
幸福村1社,1,Day2,22:15,0.0229,0.0219
幸福村1社,1,Day2,22:30,0.0191,0.0141
幸福村1社,1,Day2,22:45,0.0174,0.015
幸福村1社,1,Day2,23:00,0.0171,0.0209
幸福村1社,1,Day2,23:15,0.0178,0.0213
幸福村1社,1,Day2,23:30,0.0196,0.0132
幸福村1社,1,Day2,23:45,0.0168,0.0178
幸福村1社,1,Day3,00:00,0.0182,0.0178
幸福村1社,1,Day3,00:15,0.0146,0.0182
幸福村1社,1,Day3,00:30,0.021,0.0238
幸福村1社,1,Day3,00:45,0.014,0.0149
幸福村1社,1,Day3,01:00,0.0183,0.0212
幸福村1社,1,Day3,01:15,0.0155,0.0169
幸福村1社,1,Day3,01:30,0.0174,0.0193
幸福村1社,1,Day3,01:45,0.0147,0.0123
幸福村1社,1,Day3,02:00,0.0155,0.014
幸福村1社,1,Day3,02:15,0.016,0.0164
幸福村1社,1,Day3,02:30,0.0147,0.0141
幸福村1社,1,Day3,02:45,0.0196,0.0186
幸福村1社,1,Day3,03:00,0.0168,0.0126
幸福村1社,1,Day3,03:15,0.0192,0.0143
幸福村1社,1,Day3,03:30,0.0097,0.0141
幸福村1社,1,Day3,03:45,0.0148,0.0124
幸福村1社,1,Day3,04:00,0.0156,0.0144
幸福村1社,1,Day3,04:15,0.0159,0.0124
幸福村1社,1,Day3,04:30,0.0158,0.0209
幸福村1社,1,Day3,04:45,0.0139,0.0168
幸福村1社,1,Day3,05:00,0.0171,0.021
幸福村1社,1,Day3,05:15,0.013,0.0102
幸福村1社,1,Day3,05:30,0.0154,0.0228
幸福村1社,1,Day3,05:45,0.0136,0.0149
幸福村1社,1,Day3,06:00,0.0109,0.0179
幸福村1社,1,Day3,06:15,0.0172,0.018
幸福村1社,1,Day3,06:30,0.0225,0.0171
幸福村1社,1,Day3,06:45,0.021,0.042
幸福村1社,1,Day3,07:00,0.0209,0.0153
幸福村1社,1,Day3,07:15,0.0282,0.028
幸福村1社,1,Day3,07:30,0.028,0.0352
