TMNL_DEV_ID,SIG_STR,ONOFF_NUM,FLOW_STAT,OFFSET_TIME,METER_NET_RATE,CUST_NUM_FLAG,RUN_YEARS,COLL_FAIL_RATE_7D,ONLINE_DUR,MSG_TIME,TEMP_ERR_RATE,METER_FAIL_RATE,RMT_CHN_FLAG,FLOW_FLAG,POWEROFF_FLAG,CLOCK_FLAG,TMNL_NET_FLAG,VER_FLAG,TASK_FLAG,TMNLTASK_FLAG,OLD_FLAG,STORAGE_FLAG,NO_COMM_FLAG,ENV_FLAG,CARRIER_FLAG
996000021189581,0,0,0.0,0,0.0,1,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
996000021322816,25,0,1.11,3,0.0,1,2.58,0.71,0.08,0,0,0.02,0,1,0,0,0,0,0,0,0,0,0,0,0
6524083000008828,-67,0,2.1,4,0.0,1,1.6,0.0,0.01,0,0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0
996000021371683,0,0,1.98,7,0.0,1,2.54,0.0,0.04,0,0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0
996000021317654,30,0,0.24,1,0.0,1,2.66,1.0,0.01,0,0,0.03,0,0,0,0,1,0,0,1,0,0,0,0,0
6524121300014934,0,0,0.0,0,0.0,1,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
996000021345003,0,0,0.0,0,0.0,1,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0
6525032400008857,31,0,1.18,0,0.0,1,0.64,1.0,0.01,0,0,0.01,0,1,0,0,0,0,0,0,0,0,0,0,0
6524121300015230,0,0,0.0,0,0.0,1,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
6525042100007790,27,0,1.01,0,0.0,1,0.76,0.14,0.0,0,0,0.01,0,1,0,0,0,0,0,0,0,0,0,0,0
996000021339760,0,0,1.98,4,0.0,1,2.64,0.0,0.05,0,0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0
996000020832663,-51,0,1.69,1,0.0,1,2.06,0.0,0.02,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0
996000020770710,0,1,2.13,5,0.0,1,4.17,0.0,0.02,0,0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0
996000021091618,0,7,0.76,1,0.0,1,1.52,0.14,0.02,0,0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0
996000021361012,0,0,0.03,11,0.0,1,1.45,0.0,0.01,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
996000020922966,0,1,0.14,7,0.0,1,3.67,0.14,0.01,0,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0
996000021248363,0,0,0.0,0,0.0,1,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0
996000021321999,25,0,0.5,1,0.0,1,2.07,0.0,0.03,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
6524050600024812,-73,0,1.23,2,0.0,1,0.77,0.0,0.0,0,0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0
996000021235713,0,0,0.0,0,0.0,1,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0
996000021324013,28,0,1.09,2,0.0,1,2.02,1.0,0.01,0,0,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0
996000021223909,0,0,0.0,0,0.0,1,1.39,0.0,0.0,0,0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0
996000020705921,0,0,0.0,0,0.0,1,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0
996000020832625,-69,0,3.14,1,0.0,1,6.17,0.86,0.0,0,0,0.0,0,1,0,0,0,0,1,1,0,0,0,0,0
6524120400009964,0,0,0.0,0,0.0,1,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0
6524120400009133,0,0,0.0,0,0.0,1,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
996000021134554,31,0,1.24,2,0.0,1,4.46,0.0,0.01,0,0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0
996000021318425,29,0,1.29,1,0.0,1,1.94,0.57,0.02,0,0,0.01,0,1,0,0,0,0,1,0,0,0,0,0,0
996000021313620,0,0,0.0,0,0.0,1,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
996000021313433,0,0,0.0,0,0.0,1,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
6525032400008975,23,0,1.43,1,0.0,1,0.76,0.0,0.0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0
6525062000020487,0,0,0.0,0,0.0,1,0.07,1.0,0.0,0,0,1.0,0,0,0,0,0,1,0,1,0,1,0,0,1
996000020923352,0,0,0.0,0,0.0,1,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0
6524120200004482,-55,0,1.5,4,0.0,1,1.07,0.57,0.0,0,0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0
996000021116682,0,0,0.0,0,0.0,1,5.1,0.0,0.0,0,0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0
6524120400013334,0,0,0.0,0,0.0,1,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
996000021191399,0,0,0.0,0,0.0,1,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
6525042100010013,27,0,1.06,3,0.0,1,0.82,0.0,0.01,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0
996000020832675,-79,4,2.49,0,0.0,1,6.66,1.0,0.08,0,0,0.26,0,1,0,0,1,0,0,1,0,0,0,0,0
6524120400009714,0,0,0.0,0,0.0,1,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
996000021238194,0,0,1.98,3,0.0,1,3.14,0.0,0.06,0,0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0
996000021187456,0,0,0.0,0,0.0,1,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
6524120400009047,13,0,0.0,0,0.0,1,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
996000021134907,0,0,1.08,3,0.0,1,3.49,0.0,0.01,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0
996000020742334,-81,0,0.03,11,0.0,1,6.5,0.0,0.01,0,0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0
996000021317078,0,0,0.05,13,0.0,1,2.32,0.0,0.01,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
6525062000020487,0,0,0.0,0,0.0,1,0.05,1.0,0.0,0,0,1.0,0,0,0,0,0,1,0,1,0,1,0,0,1
996000021190014,-51,4,0.07,0,0.0,1,3.63,0.0,0.06,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0
996000021310743,31,0,2.25,1,0.0,1,2.08,0.14,0.01,0,0,0.03,0,1,0,0,0,0,1,1,0,0,0,0,0
996000021374620,0,0,0.03,11,0.0,1,1.98,0.0,0.01,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
996000021190941,0,0,0.0,0,0.0,1,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0
996000021266645,0,0,0.0,0,0.0,1,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0
996000021375215,0,0,0.0,0,0.0,1,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0
996000021321769,24,0,1.33,1,0.85,1,2.15,0.14,0.07,0,0,0.01,0,1,0,0,0,0,0,0,0,0,0,0,0
996000020963482,26,0,2.13,3,0.0,1,5.59,0.0,0.01,0,0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0
996000021315013,0,0,0.0,0,0.0,1,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
6524061100003337,0,0,0.03,11,0.0,1,1.49,0.0,0.0,0,0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0
996000020922087,0,0,0.0,0,0.0,1,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0
996000021189582,0,0,0.0,0,0.0,1,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
6524121300011125,0,0,0.0,0,0.0,1,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
996000021322897,31,1,1.52,1,0.0,1,2.54,0.0,0.01,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0
6525032400008266,27,0,1.37,2,0.0,1,0.74,0.0,0.01,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0
6525032400008167,25,0,1.04,1,0.0,1,0.82,0.71,0.0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0
6524121300014857,0,0,0.0,0,0.0,1,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
6524091900002475,-51,0,0.19,11,3.03,1,1.45,1.0,0.01,0,0,0.04,0,0,0,1,0,1,0,0,0,0,0,0,0
996000020881687,0,0,0.0,0,0.0,1,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
996000021021152,0,0,0.0,0,0.0,1,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
6524120200011021,-67,0,1.49,0,0.0,1,1.07,0.0,0.01,0,0,0.0,0,1,0,0,0,1,1,0,0,0,0,0,0
6524121300014624,0,0,0.03,11,0.0,1,1.07,0.0,0.01,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
996000021068342,-77,6,0.06,0,0.0,1,5.06,0.0,0.01,0,0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0
996000021072793,23,0,1.52,1,0.0,1,1.25,0.14,0.01,0,0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0
6524083000012423,0,0,0.0,0,0.0,1,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0
6524053000006238,31,0,1.11,2,0.52,1,1.25,0.57,0.01,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0
6524120400013315,0,0,0.0,0,0.0,1,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
