user_id,stat_date,measure_point_id,meter_id,expected_points,actual_points,completeness
USR00004,2026-04-27,MP000003,MTR000003,96,96,1.0
USR00004,2026-04-26,MP000003,MTR000003,96,94,0.975
USR00004,2026-04-25,MP000003,MTR000003,96,93,0.9737
USR00004,2026-04-24,MP000003,MTR000003,96,96,1.0
USR00004,2026-04-23,MP000003,MTR000003,96,91,0.9461
USR00005,2026-05-22,MP000321,MTR000321,96,92,0.9607
USR00005,2026-05-21,MP000321,MTR000321,96,96,1.0
USR00005,2026-05-20,MP000321,MTR000321,96,94,0.9758
USR00005,2026-05-19,MP000321,MTR000321,96,95,0.9872
USR00005,2026-05-18,MP000321,MTR000321,96,93,0.9712
USR00005,2026-05-17,MP000321,MTR000321,96,96,1.0
USR00005,2026-05-16,MP000321,MTR000321,96,93,0.9687
USR00005,2026-05-15,MP000321,MTR000321,96,92,0.9619
USR00005,2026-05-14,MP000321,MTR000321,96,96,1.0
USR00005,2026-05-13,MP000321,MTR000321,96,94,0.98
USR00005,2026-05-12,MP000321,MTR000321,96,92,0.9588
USR00005,2026-05-11,MP000321,MTR000321,96,90,0.9344
USR00005,2026-05-10,MP000321,MTR000321,96,96,1.0
USR00005,2026-05-09,MP000321,MTR000321,96,92,0.9625
USR00005,2026-05-08,MP000321,MTR000321,96,96,1.0
USR00005,2026-05-07,MP000321,MTR000321,96,95,0.9911
USR00005,2026-05-06,MP000321,MTR000321,96,94,0.9834
USR00005,2026-05-05,MP000321,MTR000321,96,94,0.9842
USR00005,2026-05-04,MP000321,MTR000321,96,96,1.0
USR00005,2026-05-03,MP000321,MTR000321,96,88,0.9133
USR00005,2026-05-02,MP000321,MTR000321,96,95,0.9855
USR00005,2026-05-01,MP000321,MTR000321,96,93,0.9711
USR00005,2026-04-30,MP000321,MTR000321,96,93,0.9727
USR00005,2026-04-29,MP000321,MTR000321,96,94,0.9836
USR00005,2026-04-28,MP000321,MTR000321,96,93,0.9711
USR00005,2026-04-27,MP000321,MTR000321,96,95,0.9847
USR00005,2026-04-26,MP000321,MTR000321,96,94,0.9784
USR00005,2026-04-25,MP000321,MTR000321,96,90,0.9397
USR00005,2026-04-24,MP000321,MTR000321,96,95,0.9905
USR00005,2026-04-23,MP000321,MTR000321,96,96,1.0
USR00006,2026-05-22,MP000072,MTR000072,96,96,1.0
USR00006,2026-05-21,MP000072,MTR000072,96,96,1.0
USR00006,2026-05-20,MP000072,MTR000072,96,96,1.0
USR00006,2026-05-19,MP000072,MTR000072,96,96,1.0
USR00006,2026-05-18,MP000072,MTR000072,96,95,0.9946
USR00006,2026-05-17,MP000072,MTR000072,96,96,1.0
USR00006,2026-05-16,MP000072,MTR000072,96,96,1.0
USR00006,2026-05-15,MP000072,MTR000072,96,96,1.0
USR00006,2026-05-14,MP000072,MTR000072,96,94,0.9766
USR00006,2026-05-13,MP000072,MTR000072,96,95,0.9925
USR00006,2026-05-12,MP000072,MTR000072,96,96,1.0
USR00006,2026-05-11,MP000072,MTR000072,96,96,1.0
USR00006,2026-05-10,MP000072,MTR000072,96,95,0.9914
USR00006,2026-05-09,MP000072,MTR000072,96,94,0.9767
USR00006,2026-05-08,MP000072,MTR000072,96,96,1.0
USR00006,2026-05-07,MP000072,MTR000072,96,92,0.9615
USR00006,2026-05-06,MP000072,MTR000072,96,93,0.9655
USR00006,2026-05-05,MP000072,MTR000072,96,92,0.9539
USR00006,2026-05-04,MP000072,MTR000072,96,93,0.9654
USR00006,2026-05-03,MP000072,MTR000072,96,96,1.0
USR00006,2026-05-02,MP000072,MTR000072,96,96,1.0
USR00006,2026-05-01,MP000072,MTR000072,96,95,0.9915
USR00006,2026-04-30,MP000072,MTR000072,96,96,1.0
USR00006,2026-04-29,MP000072,MTR000072,96,95,0.9934
USR00006,2026-04-28,MP000072,MTR000072,96,92,0.958
USR00006,2026-04-27,MP000072,MTR000072,96,96,1.0
USR00006,2026-04-26,MP000072,MTR000072,96,96,1.0
USR00006,2026-04-25,MP000072,MTR000072,96,96,1.0
USR00006,2026-04-24,MP000072,MTR000072,96,93,0.968
USR00006,2026-04-23,MP000072,MTR000072,96,95,0.987
USR00007,2026-05-22,,,96,95,0.9857
USR00007,2026-05-21,,,96,95,0.992
USR00007,2026-05-20,,,96,93,0.9725
USR00007,2026-05-19,,,96,90,0.9391
USR00007,2026-05-18,,,96,96,1.0
USR00007,2026-05-17,,,96,95,0.9899
USR00007,2026-05-16,,,96,96,0.9964
USR00007,2026-05-15,,,96,93,0.9701
USR00007,2026-05-14,,,96,90,0.9359
USR00007,2026-05-13,,,96,94,0.9802
USR00007,2026-05-12,,,96,93,0.973
USR00007,2026-05-11,,,96,96,1.0
USR00007,2026-05-10,,,96,96,1.0
USR00007,2026-05-09,,,96,96,1.0
USR00007,2026-05-08,,,96,96,1.0
USR00007,2026-05-07,,,96,96,1.0
USR00007,2026-05-06,,,96,95,0.9944
USR00007,2026-05-05,,,96,96,1.0
USR00007,2026-05-04,,,96,96,0.9976
USR00007,2026-05-03,,,96,89,0.9257
USR00007,2026-05-02,,,96,94,0.9781
USR00007,2026-05-01,,,96,92,0.9567
USR00007,2026-04-30,,,96,95,0.9897
USR00007,2026-04-29,,,96,92,0.959
USR00007,2026-04-28,,,96,96,1.0
USR00007,2026-04-27,,,96,96,1.0
USR00007,2026-04-26,,,96,96,1.0
USR00007,2026-04-25,,,96,96,1.0
USR00007,2026-04-24,,,96,90,0.9325
USR00007,2026-04-23,,,96,91,0.9468
USR00008,2026-05-22,MP000455,MTR000455,96,96,1.0
USR00008,2026-05-21,MP000455,MTR000455,96,96,0.996
USR00008,2026-05-20,MP000455,MTR000455,96,95,0.9903
USR00008,2026-05-19,MP000455,MTR000455,96,95,0.9876
USR00008,2026-05-18,MP000455,MTR000455,96,89,0.9313
USR00008,2026-05-17,MP000455,MTR000455,96,93,0.9661
USR00008,2026-05-16,MP000455,MTR000455,96,95,0.9859
USR00008,2026-05-15,MP000455,MTR000455,96,93,0.9678
USR00008,2026-05-14,MP000455,MTR000455,96,93,0.9717
USR00008,2026-05-13,MP000455,MTR000455,96,96,1.0
USR00008,2026-05-12,MP000455,MTR000455,96,94,0.9818
USR00008,2026-05-11,MP000455,MTR000455,96,96,0.9976
USR00008,2026-05-10,MP000455,MTR000455,96,96,0.9966
USR00008,2026-05-09,MP000455,MTR000455,96,96,1.0
USR00008,2026-05-08,MP000455,MTR000455,96,94,0.975
USR00008,2026-05-07,MP000455,MTR000455,96,96,1.0
USR00008,2026-05-06,MP000455,MTR000455,96,96,1.0
USR00008,2026-05-05,MP000455,MTR000455,96,91,0.9507
USR00008,2026-05-04,MP000455,MTR000455,96,95,0.9861
USR00008,2026-05-03,MP000455,MTR000455,96,94,0.9841
USR00008,2026-05-02,MP000455,MTR000455,96,94,0.9828
USR00008,2026-05-01,MP000455,MTR000455,96,96,1.0
USR00008,2026-04-30,MP000455,MTR000455,96,96,1.0
USR00008,2026-04-29,MP000455,MTR000455,96,96,1.0
USR00008,2026-04-28,MP000455,MTR000455,96,96,0.9995
USR00008,2026-04-27,MP000455,MTR000455,96,95,0.9919
USR00008,2026-04-26,MP000455,MTR000455,96,89,0.9248
USR00008,2026-04-25,MP000455,MTR000455,96,96,1.0
USR00008,2026-04-24,MP000455,MTR000455,96,96,1.0
USR00008,2026-04-23,MP000455,MTR000455,96,92,0.9598
USR00009,2026-05-22,,,96,93,0.973
USR00009,2026-05-21,,,96,95,0.9887
USR00009,2026-05-20,,,96,93,0.9689
USR00009,2026-05-19,,,96,92,0.9632
USR00009,2026-05-18,,,96,94,0.982
USR00009,2026-05-17,,,96,91,0.9444
USR00009,2026-05-16,,,96,93,0.9659
USR00009,2026-05-15,,,96,90,0.935
USR00009,2026-05-14,,,96,95,0.9869
USR00009,2026-05-13,,,96,87,0.9053
USR00009,2026-05-12,,,96,94,0.9781
USR00009,2026-05-11,,,96,92,0.9541
USR00009,2026-05-10,,,96,94,0.9825
USR00009,2026-05-09,,,96,89,0.9302
USR00009,2026-05-08,,,96,92,0.9563
USR00009,2026-05-07,,,96,92,0.9554
USR00009,2026-05-06,,,96,93,0.9666
USR00009,2026-05-05,,,96,89,0.9222
USR00009,2026-05-04,,,96,93,0.9727
USR00009,2026-05-03,,,96,86,0.8982
USR00009,2026-05-02,,,96,90,0.9335
USR00009,2026-05-01,,,96,87,0.9067
USR00009,2026-04-30,,,96,94,0.9784
USR00009,2026-04-29,,,96,93,0.9656
USR00009,2026-04-28,,,96,93,0.9673
USR00009,2026-04-27,,,96,96,0.9978
USR00009,2026-04-26,,,96,91,0.9441
USR00009,2026-04-25,,,96,93,0.9719
USR00009,2026-04-24,,,96,92,0.9556
USR00009,2026-04-23,,,96,91,0.951
USR00010,2026-05-22,,,96,96,1.0
USR00010,2026-05-21,,,96,95,0.9851
USR00010,2026-05-20,,,96,96,1.0
USR00010,2026-05-19,,,96,96,1.0
USR00010,2026-05-18,,,96,96,1.0
USR00010,2026-05-17,,,96,96,1.0
USR00010,2026-05-16,,,96,95,0.9881
USR00010,2026-05-15,,,96,85,0.8905
USR00010,2026-05-14,,,96,96,1.0
USR00010,2026-05-13,,,96,94,0.9772
USR00010,2026-05-12,,,96,95,0.9908
USR00010,2026-05-11,,,96,95,0.9914
USR00010,2026-05-10,,,96,94,0.9745
USR00010,2026-05-09,,,96,96,1.0
USR00010,2026-05-08,,,96,96,0.9967
USR00010,2026-05-07,,,96,94,0.9765
USR00010,2026-05-06,,,96,96,1.0
USR00010,2026-05-05,,,96,96,0.9971
USR00010,2026-05-04,,,96,96,1.0
USR00010,2026-05-03,,,96,92,0.9578
USR00010,2026-05-02,,,96,93,0.9739
USR00010,2026-05-01,,,96,96,1.0
USR00010,2026-04-30,,,96,94,0.9789
USR00010,2026-04-29,,,96,93,0.9709
USR00010,2026-04-28,,,96,94,0.9803
USR00010,2026-04-27,,,96,96,0.995
USR00010,2026-04-26,,,96,96,0.9951
USR00010,2026-04-25,,,96,95,0.9917
USR00010,2026-04-24,,,96,93,0.9672
USR00010,2026-04-23,,,96,96,1.0
USR00011,2026-05-22,,,96,84,0.8703
USR00011,2026-05-21,,,96,85,0.881
USR00011,2026-05-20,,,96,92,0.9577
USR00011,2026-05-19,,,96,94,0.9747
USR00011,2026-05-18,,,96,83,0.8637
USR00011,2026-05-17,,,96,91,0.9521
USR00011,2026-05-16,,,96,94,0.9767
USR00011,2026-05-15,,,96,87,0.9017
USR00011,2026-05-14,,,96,94,0.975
USR00011,2026-05-13,,,96,89,0.9223
USR00011,2026-05-12,,,96,90,0.937
USR00011,2026-05-11,,,96,87,0.906
USR00011,2026-05-10,,,96,92,0.9576
USR00011,2026-05-09,,,96,91,0.9526
USR00011,2026-05-08,,,96,94,0.9793
USR00011,2026-05-07,,,96,93,0.9708
USR00011,2026-05-06,,,96,89,0.9273
USR00011,2026-05-05,,,96,96,1.0
USR00011,2026-05-04,,,96,93,0.9681
USR00011,2026-05-03,,,96,91,0.9438
USR00011,2026-05-02,,,96,86,0.8977
USR00011,2026-05-01,,,96,85,0.8817
USR00011,2026-04-30,,,96,85,0.8842
USR00011,2026-04-29,,,96,86,0.8996
USR00011,2026-04-28,,,96,93,0.9689
USR00011,2026-04-27,,,96,90,0.9422
USR00011,2026-04-26,,,96,87,0.9092
USR00011,2026-04-25,,,96,89,0.9235
USR00011,2026-04-24,,,96,88,0.9199
USR00011,2026-04-23,,,96,91,0.9516
USR00012,2026-05-22,,,96,95,0.9947
USR00012,2026-05-21,,,96,95,0.9933
USR00012,2026-05-20,,,96,92,0.9588
USR00012,2026-05-19,,,96,96,1.0
USR00012,2026-05-18,,,96,94,0.9754
USR00012,2026-05-17,,,96,92,0.9545
USR00012,2026-05-16,,,96,96,1.0
USR00012,2026-05-15,,,96,95,0.9859
USR00012,2026-05-14,,,96,96,0.9965
USR00012,2026-05-13,,,96,91,0.9487
USR00012,2026-05-12,,,96,96,1.0
USR00012,2026-05-11,,,96,96,1.0
USR00012,2026-05-10,,,96,91,0.9464
USR00012,2026-05-09,,,96,96,0.9949
USR00012,2026-05-08,,,96,92,0.9607
USR00012,2026-05-07,,,96,96,1.0
USR00012,2026-05-06,,,96,96,1.0
USR00012,2026-05-05,,,96,95,0.9927
USR00012,2026-05-04,,,96,91,0.9474
USR00012,2026-05-03,,,96,92,0.9547
USR00012,2026-05-02,,,96,96,1.0
USR00012,2026-05-01,,,96,91,0.9434
USR00012,2026-04-30,,,96,91,0.9443
USR00012,2026-04-29,,,96,95,0.9845
USR00012,2026-04-28,,,96,95,0.9883
USR00012,2026-04-27,,,96,96,0.9957
USR00012,2026-04-26,,,96,93,0.9711
USR00012,2026-04-25,,,96,96,1.0
USR00012,2026-04-24,,,96,92,0.9584
USR00012,2026-04-23,,,96,96,1.0
USR00013,2026-05-22,,,96,90,0.9402
USR00013,2026-05-21,,,96,92,0.9576
USR00013,2026-05-20,,,96,87,0.9085
USR00013,2026-05-19,,,96,87,0.9023
USR00013,2026-05-18,,,96,84,0.8715
USR00013,2026-05-17,,,96,83,0.8616
USR00013,2026-05-16,,,96,88,0.9169
USR00013,2026-05-15,,,96,88,0.9189
USR00013,2026-05-14,,,96,85,0.8896
USR00013,2026-05-13,,,96,86,0.896
USR00013,2026-05-12,,,96,93,0.9679
USR00013,2026-05-11,,,96,91,0.9484
USR00013,2026-05-10,,,96,85,0.8843
USR00013,2026-05-09,,,96,87,0.9089
USR00013,2026-05-08,,,96,90,0.9343
USR00013,2026-05-07,,,96,87,0.9034
USR00013,2026-05-06,,,96,86,0.8979
USR00013,2026-05-05,,,96,88,0.912
USR00013,2026-05-04,,,96,92,0.9549
USR00013,2026-05-03,,,96,92,0.9576
USR00013,2026-05-02,,,96,86,0.9001
USR00013,2026-05-01,,,96,90,0.936
USR00013,2026-04-30,,,96,89,0.922
USR00013,2026-04-29,,,96,86,0.8919
USR00013,2026-04-28,,,96,88,0.9133
USR00013,2026-04-27,,,96,85,0.8842
USR00013,2026-04-26,,,96,92,0.9571
USR00013,2026-04-25,,,96,93,0.9687
USR00013,2026-04-24,,,96,87,0.9099
USR00013,2026-04-23,,,96,87,0.9027
USR00014,2026-05-22,MP000140,MTR000140,96,93,0.97
USR00014,2026-05-21,MP000140,MTR000140,96,86,0.9001
USR00014,2026-05-20,MP000140,MTR000140,96,89,0.9291
USR00014,2026-05-19,MP000140,MTR000140,96,89,0.9318
USR00014,2026-05-18,MP000140,MTR000140,96,87,0.9104
USR00014,2026-05-17,MP000140,MTR000140,96,91,0.9451
USR00014,2026-05-16,MP000140,MTR000140,96,88,0.9125
USR00014,2026-05-15,MP000140,MTR000140,96,88,0.9173
USR00014,2026-05-14,MP000140,MTR000140,96,89,0.9305
USR00014,2026-05-13,MP000140,MTR000140,96,85,0.8889
USR00014,2026-05-12,MP000140,MTR000140,96,84,0.8718
USR00014,2026-05-11,MP000140,MTR000140,96,92,0.9611
USR00014,2026-05-10,MP000140,MTR000140,96,87,0.9113
USR00014,2026-05-09,MP000140,MTR000140,96,96,0.9976
USR00014,2026-05-08,MP000140,MTR000140,96,95,0.9927
USR00014,2026-05-07,MP000140,MTR000140,96,88,0.9183
USR00014,2026-05-06,MP000140,MTR000140,96,96,1.0
USR00014,2026-05-05,MP000140,MTR000140,96,92,0.9617
USR00014,2026-05-04,MP000140,MTR000140,96,88,0.9142
USR00014,2026-05-03,MP000140,MTR000140,96,82,0.8561
USR00014,2026-05-02,MP000140,MTR000140,96,92,0.9542
USR00014,2026-05-01,MP000140,MTR000140,96,90,0.9345
USR00014,2026-04-30,MP000140,MTR000140,96,91,0.9465
USR00014,2026-04-29,MP000140,MTR000140,96,89,0.9267
USR00014,2026-04-28,MP000140,MTR000140,96,86,0.8992
USR00014,2026-04-27,MP000140,MTR000140,96,88,0.9207
USR00014,2026-04-26,MP000140,MTR000140,96,92,0.9547
USR00014,2026-04-25,MP000140,MTR000140,96,89,0.9229
USR00014,2026-04-24,MP000140,MTR000140,96,89,0.9227
USR00014,2026-04-23,MP000140,MTR000140,96,85,0.888
USR00015,2026-05-22,MP000091,MTR000091,96,86,0.8974
USR00015,2026-05-21,MP000091,MTR000091,96,92,0.9583
USR00015,2026-05-20,MP000091,MTR000091,96,87,0.9088
USR00015,2026-05-19,MP000091,MTR000091,96,89,0.9219
USR00015,2026-05-18,MP000091,MTR000091,96,96,0.9957
USR00015,2026-05-17,MP000091,MTR000091,96,88,0.9216
USR00015,2026-05-16,MP000091,MTR000091,96,88,0.9176
USR00015,2026-05-15,MP000091,MTR000091,96,91,0.9484
USR00015,2026-05-14,MP000091,MTR000091,96,84,0.8772
USR00015,2026-05-13,MP000091,MTR000091,96,93,0.9683
USR00015,2026-05-12,MP000091,MTR000091,96,92,0.9606
USR00015,2026-05-11,MP000091,MTR000091,96,91,0.9465
USR00015,2026-05-10,MP000091,MTR000091,96,80,0.8295
USR00015,2026-05-09,MP000091,MTR000091,96,89,0.923
USR00015,2026-05-08,MP000091,MTR000091,96,86,0.8926
USR00015,2026-05-07,MP000091,MTR000091,96,93,0.9645
USR00015,2026-05-06,MP000091,MTR000091,96,92,0.9624
USR00015,2026-05-05,MP000091,MTR000091,96,90,0.9424
USR00015,2026-05-04,MP000091,MTR000091,96,86,0.8947
USR00015,2026-05-03,MP000091,MTR000091,96,94,0.9756
USR00015,2026-05-02,MP000091,MTR000091,96,89,0.9229
USR00015,2026-05-01,MP000091,MTR000091,96,95,0.985
USR00015,2026-04-30,MP000091,MTR000091,96,90,0.9388
USR00015,2026-04-29,MP000091,MTR000091,96,91,0.946
USR00015,2026-04-28,MP000091,MTR000091,96,88,0.917
USR00015,2026-04-27,MP000091,MTR000091,96,93,0.973
USR00015,2026-04-26,MP000091,MTR000091,96,91,0.949
USR00015,2026-04-25,MP000091,MTR000091,96,94,0.9741
USR00015,2026-04-24,MP000091,MTR000091,96,90,0.9361
USR00015,2026-04-23,MP000091,MTR000091,96,89,0.9294
USR00016,2026-05-22,MP000156,MTR000156,96,96,0.9961
USR00016,2026-05-21,MP000156,MTR000156,96,94,0.9833
USR00016,2026-05-20,MP000156,MTR000156,96,92,0.9569
USR00016,2026-05-19,MP000156,MTR000156,96,86,0.8971
USR00016,2026-05-18,MP000156,MTR000156,96,94,0.9771
USR00016,2026-05-17,MP000156,MTR000156,96,87,0.9096
USR00016,2026-05-16,MP000156,MTR000156,96,92,0.9538
USR00016,2026-05-15,MP000156,MTR000156,96,91,0.9493
USR00016,2026-05-14,MP000156,MTR000156,96,87,0.9102
USR00016,2026-05-13,MP000156,MTR000156,96,93,0.9639
USR00016,2026-05-12,MP000156,MTR000156,96,96,1.0
USR00016,2026-05-11,MP000156,MTR000156,96,91,0.9434
USR00016,2026-05-10,MP000156,MTR000156,96,94,0.9758
USR00016,2026-05-09,MP000156,MTR000156,96,96,1.0
USR00016,2026-05-08,MP000156,MTR000156,96,94,0.9787
USR00016,2026-05-07,MP000156,MTR000156,96,90,0.9334
USR00016,2026-05-06,MP000156,MTR000156,96,92,0.9599
USR00016,2026-05-05,MP000156,MTR000156,96,93,0.9672
USR00016,2026-05-04,MP000156,MTR000156,96,96,0.9958
USR00016,2026-05-03,MP000156,MTR000156,96,95,0.9892
USR00016,2026-05-02,MP000156,MTR000156,96,83,0.8697
USR00016,2026-05-01,MP000156,MTR000156,96,89,0.9271
USR00016,2026-04-30,MP000156,MTR000156,96,91,0.9507
USR00016,2026-04-29,MP000156,MTR000156,96,89,0.9223
USR00016,2026-04-28,MP000156,MTR000156,96,81,0.8418
USR00016,2026-04-27,MP000156,MTR000156,96,89,0.931
USR00016,2026-04-26,MP000156,MTR000156,96,91,0.9527
USR00016,2026-04-25,MP000156,MTR000156,96,90,0.937
USR00016,2026-04-24,MP000156,MTR000156,96,89,0.9229
USR00016,2026-04-23,MP000156,MTR000156,96,92,0.954
USR00017,2026-05-22,,,96,90,0.939
USR00017,2026-05-21,,,96,95,0.9942
USR00017,2026-05-20,,,96,92,0.9548
USR00017,2026-05-19,,,96,89,0.9269
USR00017,2026-05-18,,,96,88,0.9193
USR00017,2026-05-17,,,96,91,0.9466
USR00017,2026-05-16,,,96,95,0.9864
USR00017,2026-05-15,,,96,89,0.9283
USR00017,2026-05-14,,,96,93,0.9709
USR00017,2026-05-13,,,96,92,0.9559
USR00017,2026-05-12,,,96,96,1.0
USR00017,2026-05-11,,,96,93,0.9647
USR00017,2026-05-10,,,96,89,0.9321
USR00017,2026-05-09,,,96,94,0.9751
USR00017,2026-05-08,,,96,94,0.9761
