terminal_id,last_heartbeat_at,is_online,offline_days
TERM00121,2026-05-22 12:00:00,True,0
TERM00122,2026-05-22 12:00:00,True,0
TERM00123,2026-05-22 12:00:00,True,0
TERM00124,2026-05-22 12:00:00,True,0
TERM00125,2026-05-22 12:00:00,True,0
TERM00126,2026-05-22 12:00:00,True,0
TERM00127,2026-05-22 12:00:00,True,0
TERM00128,2026-05-22 12:00:00,True,0
TERM00129,2026-05-22 12:00:00,True,0
TERM00130,2026-05-22 12:00:00,True,0
TERM00131,2026-05-22 12:00:00,True,0
TERM00132,2026-05-22 12:00:00,True,0
TERM00133,2026-05-22 12:00:00,True,0
TERM00134,2026-05-22 12:00:00,True,0
TERM00135,2026-05-22 12:00:00,True,0
TERM00136,2026-05-22 12:00:00,True,0
TERM00137,2026-05-22 12:00:00,True,0
TERM00138,2026-05-22 12:00:00,True,0
TERM00139,2026-05-22 12:00:00,True,0
TERM00140,2026-05-22 12:00:00,True,0
TERM00141,2026-05-22 12:00:00,True,0
TERM00142,2026-05-22 12:00:00,True,0
TERM00143,2026-05-22 12:00:00,True,0
TERM00144,2026-05-22 12:00:00,True,0
TERM00145,2026-05-22 12:00:00,True,0
TERM00146,2026-05-22 12:00:00,True,0
TERM00147,2026-05-22 12:00:00,True,0
TERM00148,2026-05-22 12:00:00,True,0
TERM00149,2026-05-22 12:00:00,True,0
TERM00150,2026-05-22 12:00:00,True,0
TERM00151,2026-05-22 12:00:00,True,0
TERM00152,2026-05-22 12:00:00,True,0
TERM00153,2026-05-17 12:00:00,False,5
TERM00154,2026-05-22 12:00:00,True,0
TERM00155,2026-05-22 12:00:00,True,0
TERM00156,2026-05-22 12:00:00,True,0
TERM00157,2026-05-22 12:00:00,True,0
TERM00158,2026-05-22 12:00:00,True,0
TERM00159,2026-05-22 12:00:00,True,0
TERM00160,2026-05-22 12:00:00,True,0
TERM00161,2026-05-22 12:00:00,True,0
TERM00162,2026-05-22 12:00:00,True,0
TERM00163,2026-05-22 12:00:00,True,0
TERM00164,2026-05-22 12:00:00,True,0
TERM00165,2026-05-22 12:00:00,True,0
TERM00166,2026-05-22 12:00:00,True,0
TERM00167,2026-05-22 12:00:00,True,0
TERM00168,2026-05-22 12:00:00,True,0
TERM00169,2026-05-22 12:00:00,True,0
TERM00170,2026-05-22 12:00:00,True,0
TERM00171,2026-05-22 12:00:00,True,0
TERM00172,2026-05-22 12:00:00,True,0
TERM00173,2026-05-22 12:00:00,True,0
TERM00174,2026-05-22 12:00:00,True,0
TERM00175,2026-05-22 12:00:00,True,0
TERM00176,2026-05-22 12:00:00,True,0
TERM00177,2026-05-22 12:00:00,True,0
TERM00178,2026-05-22 12:00:00,True,0
TERM00179,2026-05-22 12:00:00,True,0
TERM00180,2026-05-22 12:00:00,True,0
TERM00181,2026-05-22 12:00:00,True,0
TERM00182,2026-05-22 12:00:00,True,0
TERM00183,2026-05-22 12:00:00,True,0
TERM00184,2026-05-22 12:00:00,True,0
TERM00185,2026-05-22 12:00:00,True,0
TERM00186,2026-05-22 12:00:00,True,0
TERM00187,2026-05-22 12:00:00,True,0
TERM00188,2026-05-22 12:00:00,True,0
TERM00189,2026-05-22 12:00:00,True,0
TERM00190,2026-05-22 12:00:00,True,0
TERM00191,2026-05-22 12:00:00,True,0
TERM00192,2026-05-22 12:00:00,True,0
TERM00193,2026-05-22 12:00:00,True,0
TERM00194,2026-05-22 12:00:00,True,0
TERM00195,2026-05-22 12:00:00,True,0
TERM00196,2026-05-22 12:00:00,True,0
TERM00197,2026-05-22 12:00:00,True,0
TERM00198,2026-05-22 12:00:00,True,0
TERM00199,2026-05-22 12:00:00,True,0
TERM00200,2026-05-22 12:00:00,True,0
TERM00201,2026-05-22 12:00:00,True,0
TERM00202,2026-05-22 12:00:00,True,0
TERM00203,2026-05-22 12:00:00,True,0
TERM00204,2026-05-19 12:00:00,False,3
TERM00205,2026-05-22 12:00:00,True,0
TERM00206,2026-05-22 12:00:00,True,0
TERM00207,2026-05-22 12:00:00,True,0
TERM00208,2026-05-22 12:00:00,True,0
TERM00209,2026-05-22 12:00:00,True,0
TERM00210,2026-05-22 12:00:00,True,0
TERM00211,2026-05-22 12:00:00,True,0
TERM00212,2026-05-22 12:00:00,True,0
TERM00213,2026-05-22 12:00:00,True,0
TERM00214,2026-05-22 12:00:00,True,0
TERM00215,2026-05-22 12:00:00,True,0
TERM00216,2026-05-22 12:00:00,True,0
TERM00217,2026-05-22 12:00:00,True,0
TERM00218,2026-05-22 12:00:00,True,0
TERM00219,2026-05-22 12:00:00,True,0
TERM00220,2026-05-22 12:00:00,True,0
TERM00221,2026-05-22 12:00:00,True,0
TERM00222,2026-05-22 12:00:00,True,0
TERM00223,2026-05-22 12:00:00,True,0
TERM00224,2026-05-22 12:00:00,True,0
TERM00225,2026-05-22 12:00:00,True,0
TERM00226,2026-05-22 12:00:00,True,0
TERM00227,2026-05-22 12:00:00,True,0
TERM00228,2026-05-22 12:00:00,True,0
TERM00229,2026-05-22 12:00:00,True,0
TERM00230,2026-05-22 12:00:00,True,0
TERM00231,2026-05-22 12:00:00,True,0
TERM00232,2026-05-22 12:00:00,True,0
TERM00233,2026-05-22 12:00:00,True,0
TERM00234,2026-05-22 12:00:00,True,0
TERM00235,2026-05-22 12:00:00,True,0
TERM00236,2026-05-22 12:00:00,True,0
TERM00237,2026-05-22 12:00:00,True,0
TERM00238,2026-05-22 12:00:00,True,0
TERM00239,2026-05-22 12:00:00,True,0
TERM00240,2026-05-22 12:00:00,True,0
TERM00241,2026-05-22 12:00:00,True,0
TERM00242,2026-05-22 12:00:00,True,0
TERM00243,2026-05-22 12:00:00,True,0
TERM00244,2026-05-22 12:00:00,True,0
TERM00245,2026-05-22 12:00:00,True,0
TERM00246,2026-05-22 12:00:00,True,0
TERM00247,2026-05-22 12:00:00,True,0
TERM00248,2026-05-22 12:00:00,True,0
TERM00249,2026-05-22 12:00:00,True,0
TERM00250,2026-05-22 12:00:00,True,0
TERM00251,2026-05-22 12:00:00,True,0
TERM00252,2026-05-22 12:00:00,True,0
TERM00253,2026-05-22 12:00:00,True,0
TERM00254,2026-05-22 12:00:00,True,0
TERM00255,2026-05-22 12:00:00,True,0
TERM00256,2026-05-22 12:00:00,True,0
TERM00257,2026-05-22 12:00:00,True,0
TERM00258,2026-05-22 12:00:00,True,0
TERM00259,2026-05-22 12:00:00,True,0
TERM00260,2026-05-22 12:00:00,True,0
TERM00261,2026-05-22 12:00:00,True,0
TERM00262,2026-05-22 12:00:00,True,0
TERM00263,2026-05-22 12:00:00,True,0
TERM00264,2026-05-22 12:00:00,True,0
TERM00265,2026-05-22 12:00:00,True,0
TERM00266,2026-05-22 12:00:00,True,0
TERM00267,2026-05-19 12:00:00,False,3
TERM00268,2026-05-22 12:00:00,True,0
TERM00269,2026-05-22 12:00:00,True,0
TERM00270,2026-05-22 12:00:00,True,0
TERM00271,2026-05-22 12:00:00,True,0
TERM00272,2026-05-22 12:00:00,True,0
TERM00273,2026-05-22 12:00:00,True,0
TERM00274,2026-05-22 12:00:00,True,0
TERM00275,2026-05-22 12:00:00,True,0
TERM00276,2026-05-22 12:00:00,True,0
TERM00277,2026-05-22 12:00:00,True,0
TERM00278,2026-05-22 12:00:00,True,0
TERM00279,2026-05-22 12:00:00,True,0
TERM00280,2026-05-22 12:00:00,True,0
TERM00281,2026-05-22 12:00:00,True,0
TERM00282,2026-05-22 12:00:00,True,0
TERM00283,2026-05-22 12:00:00,True,0
TERM00284,2026-05-22 12:00:00,True,0
TERM00285,2026-05-22 12:00:00,True,0
TERM00286,2026-05-22 12:00:00,True,0
TERM00287,2026-05-22 12:00:00,True,0
TERM00288,2026-05-22 12:00:00,True,0
TERM00289,2026-05-22 12:00:00,True,0
TERM00290,2026-05-22 12:00:00,True,0
TERM00291,2026-05-22 12:00:00,True,0
TERM00292,2026-05-22 12:00:00,True,0
TERM00293,2026-05-22 12:00:00,True,0
TERM00294,2026-05-22 12:00:00,True,0
TERM00295,2026-05-22 12:00:00,True,0
TERM00296,2026-05-22 12:00:00,True,0
TERM00297,2026-05-22 12:00:00,True,0
TERM00298,2026-05-22 12:00:00,True,0
TERM00299,2026-05-22 12:00:00,True,0
TERM00300,2026-05-22 12:00:00,True,0
